000016,-1,251,55,63,49
000016,-1,317,58,69,46
000016,-1,181,52,66,54
000016,-1,171,110,68,49
000016,-1,22,53,78,54
000016,-1,22,110,77,51
000016,-1,98,110,70,49
000016,-1,239,109,79,51
000016,-1,103,53,72,54
000024,-1,313,60,27,34
000024,-1,142,26,41,28
000024,-1,221,25,39,30
000024,-1,164,58,31,35
000024,-1,187,23,31,34
000024,-1,30,26,32,31
000024,-1,60,23,33,35
000024,-1,237,60,31,31
000024,-1,198,58,38,34
000024,-1,117,62,45,28
000024,-1,77,63,39,29
000024,-1,93,23,45,34
000024,-1,30,59,46,34
000025,-1,137,127,112,80
000025,-1,386,25,119,89
000025,-1,265,24,112,92
000025,-1,388,120,118,91
000025,-1,254,122,130,91
000025,-1,4,119,126,92
000025,-1,129,17,126,101
000025,-1,0,17,128,98
000034,-1,84,146,82,56
000034,-1,169,87,78,53
000034,-1,251,147,80,56
000034,-1,167,146,79,58
000034,-1,2,146,81,57
000034,-1,4,87,81,54
000034,-1,250,87,81,56
000034,-1,86,86,81,56
000046,-1,100,260,58,42
000046,-1,96,166,63,40
000046,-1,96,309,61,41
000046,-1,96,212,62,43
000046,-1,177,143,52,31
000046,-1,97,114,65,45
000046,-1,176,176,54,27
000046,-1,179,84,49,27
000046,-1,97,66,68,46
000046,-1,178,52,49,30
000046,-1,179,113,47,28
000106,-1,250,35,24,27
000106,-1,310,36,24,25
000106,-1,437,33,34,31
000106,-1,277,38,32,23
000106,-1,337,35,31,27
000106,-1,402,35,32,29
000106,-1,370,35,31,29
000107,-1,72,17,58,42
000107,-1,195,16,59,43
000107,-1,8,17,60,45
000107,-1,134,18,60,44
000107,-1,405,64,91,76
000107,-1,257,15,64,45
000107,-1,165,65,147,157
000107,-1,313,66,87,74
000107,-1,9,66,149,159
000116,-1,42,91,55,61
000116,-1,83,165,67,65
000116,-1,304,88,52,67
000116,-1,225,164,55,62
000116,-1,200,90,55,62
000116,-1,356,90,54,62
000116,-1,410,88,51,67
000116,-1,148,88,51,67
000116,-1,352,161,68,68
000116,-1,155,163,66,64
000116,-1,96,87,51,66
000116,-1,254,88,49,66
000116,-1,284,161,65,68
000119,-1,218,52,38,36
000119,-1,31,53,47,36
000119,-1,168,52,45,37
000119,-1,247,106,29,22
000119,-1,303,52,42,37
000119,-1,440,52,43,37
000119,-1,393,52,46,39
000119,-1,258,52,43,36
000119,-1,125,52,42,37
000119,-1,212,104,34,24
000119,-1,277,104,34,25
000119,-1,79,51,44,39
000119,-1,346,53,47,36
000131,-1,151,110,103,76
000131,-1,364,107,103,78
000131,-1,259,109,101,76
000131,-1,346,42,59,55
000131,-1,60,113,87,72
000131,-1,116,45,73,51
000131,-1,194,44,71,53
000131,-1,267,43,73,53
000159,-1,355,280,80,58
000159,-1,354,341,82,60
000159,-1,350,219,85,56
000159,-1,350,33,81,59
000159,-1,352,157,80,58
000159,-1,351,94,82,60
000169,-1,398,95,75,92
000169,-1,332,47,38,35
000169,-1,178,97,72,87
000169,-1,151,49,31,32
000169,-1,298,51,32,29
000169,-1,261,48,35,35
000169,-1,118,94,57,90
000169,-1,38,99,74,84
000169,-1,320,93,73,92
000169,-1,43,49,34,33
000169,-1,79,48,36,33
000169,-1,118,51,31,29
000169,-1,223,48,36,34
000169,-1,187,50,33,31
000169,-1,253,105,65,74
000170,-1,399,47,70,38
000170,-1,397,131,64,40
000170,-1,401,173,58,31
000170,-1,400,382,61,43
000170,-1,320,377,63,41
000170,-1,402,251,60,43
000170,-1,402,208,64,41
000170,-1,320,332,62,42
000170,-1,319,243,64,43
000170,-1,320,289,64,41
000170,-1,399,338,64,41
000170,-1,316,421,67,43
000170,-1,396,88,70,43
000170,-1,411,426,39,36
000170,-1,399,295,64,42
000185,-1,140,144,60,40
000185,-1,342,144,61,41
000185,-1,407,144,68,43
000185,-1,204,143,69,42
000185,-1,13,142,73,42
000185,-1,274,142,66,44
000194,-1,179,212,106,82
000194,-1,291,39,46,12
000194,-1,181,32,99,76
000194,-1,182,120,98,79
000194,-1,194,305,65,41
000194,-1,295,157,42,27
000194,-1,295,93,43,29
000194,-1,292,61,43,30
000194,-1,295,129,37,21
000194,-1,293,187,42,30
000194,-1,295,220,43,28
000194,-1,18,265,151,103
000194,-1,19,162,158,99
000217,-1,424,41,55,65
000217,-1,299,41,59,66
000217,-1,237,40,61,66
000217,-1,361,42,59,66
000217,-1,26,37,69,75
000217,-1,170,42,65,65
000217,-1,98,38,70,73
000228,-1,253,108,70,49
000228,-1,299,45,75,57
000228,-1,186,108,65,54
000228,-1,388,107,72,57
000228,-1,377,44,82,58
000228,-1,38,107,76,56
000234,-1,217,50,86,59
000234,-1,217,228,88,59
000234,-1,214,111,88,57
000234,-1,216,170,88,56
000268,-1,44,34,55,35
000268,-1,217,34,55,35
000268,-1,231,75,55,36
000268,-1,45,75,56,35
000268,-1,332,74,55,36
000268,-1,160,34,56,34
000268,-1,274,34,56,36
000268,-1,102,35,56,33
000268,-1,157,74,54,37
000268,-1,332,36,54,32
000268,-1,104,78,51,31
000268,-1,287,75,44,36
000292,-1,65,169,45,40
000292,-1,342,168,47,41
000292,-1,113,169,46,40
000292,-1,209,173,38,34
000292,-1,392,171,20,35
000292,-1,414,171,34,35
000292,-1,20,172,41,35
000292,-1,450,172,34,34
000292,-1,250,174,41,33
000292,-1,162,174,43,33
000292,-1,338,71,152,89
000292,-1,178,68,149,93
000292,-1,15,71,148,89
000298,-1,418,168,41,36
000298,-1,462,169,43,35
000298,-1,365,56,53,76
000298,-1,462,99,46,35
000298,-1,303,63,59,60
000298,-1,294,168,48,35
000298,-1,252,71,52,57
000298,-1,425,68,41,65
000298,-1,199,54,53,77
000298,-1,14,18,123,110
000298,-1,139,60,60,65
000298,-1,223,141,69,66
000298,-1,341,137,76,71
000298,-1,152,139,67,67
000298,-1,10,135,68,68
000298,-1,83,137,65,68
000319,-1,119,134,100,112
000319,-1,2,25,85,102
000319,-1,260,26,85,100
000319,-1,224,133,83,109
000319,-1,172,28,83,95
000319,-1,92,27,77,98
000319,-1,388,139,112,103
000319,-1,5,135,109,109
000338,-1,322,93,52,38
000338,-1,85,29,55,45
000338,-1,296,138,42,57
000338,-1,202,29,45,43
000338,-1,142,29,57,44
000338,-1,253,29,57,43
000338,-1,341,143,61,52
000338,-1,313,28,60,45
000338,-1,375,36,51,35
000338,-1,410,138,74,59
000338,-1,190,138,79,55
000338,-1,22,30,60,44
000338,-1,252,82,66,51
000338,-1,181,82,65,50
000338,-1,101,79,77,56
000344,-1,224,148,33,27
000344,-1,189,149,34,24
000344,-1,261,149,36,26
000344,-1,124,147,23,28
000344,-1,155,148,31,27
000344,-1,17,148,29,27
000344,-1,299,148,36,27
000344,-1,85,148,35,25
000344,-1,49,150,33,24
000345,-1,24,33,43,53
000345,-1,72,34,59,47
000345,-1,137,36,62,47
000345,-1,420,34,71,52
000345,-1,352,32,64,55
000345,-1,203,36,72,48
000345,-1,279,32,68,50
000346,-1,212,235,83,71
000346,-1,15,232,92,81
000346,-1,207,330,93,73
000346,-1,406,147,81,65
000346,-1,10,139,94,78
000346,-1,15,416,94,78
000346,-1,11,321,91,81
000346,-1,11,45,92,79
000346,-1,212,141,91,66
000346,-1,208,43,91,75
000346,-1,403,332,85,70
000346,-1,399,237,93,70
000346,-1,402,44,87,72
000367,-1,275,26,54,38
000367,-1,219,29,53,34
000367,-1,77,11,65,54
000367,-1,144,13,73,54
000367,-1,3,12,70,55
000367,-1,2,69,70,53
000367,-1,77,69,76,53
000369,-1,262,107,58,41
000369,-1,275,54,43,31
000369,-1,318,53,46,33
000369,-1,365,54,43,31
000369,-1,278,177,43,30
000369,-1,182,54,46,31
000369,-1,394,102,65,46
000369,-1,409,53,45,33
000369,-1,230,54,45,31
000369,-1,201,176,42,29
000369,-1,322,102,69,45
000369,-1,106,53,46,32
000369,-1,60,53,45,33
000369,-1,195,100,66,47
000369,-1,55,97,74,52
000378,-1,244,114,33,26
000378,-1,208,115,34,27
000378,-1,174,116,33,25
000378,-1,68,116,32,26
000378,-1,139,115,32,26
000378,-1,102,114,35,26
000378,-1,278,114,36,26
000378,-1,30,115,36,27
000379,-1,120,350,37,25
000379,-1,83,331,38,44
000379,-1,291,333,30,21
000379,-1,385,332,33,20
000379,-1,354,332,31,21
000379,-1,46,331,37,44
000379,-1,418,332,31,21
000379,-1,321,332,32,22
000379,-1,14,329,27,48
000379,-1,186,262,80,60
000379,-1,271,257,78,68
000379,-1,450,331,30,22
000379,-1,351,255,81,72
000379,-1,104,260,78,64
000379,-1,10,257,92,69
000392,-1,246,108,128,91
000392,-1,255,209,124,36
000392,-1,127,250,130,92
000392,-1,268,251,100,57
000392,-1,245,19,132,87
000392,-1,120,158,131,88
000396,-1,312,9,75,55
000396,-1,313,67,76,49
000396,-1,311,122,78,52
000396,-1,313,179,77,50
000410,-1,386,200,64,40
000410,-1,391,65,56,35
000410,-1,391,103,57,32
000410,-1,390,168,57,31
000410,-1,396,29,46,34
000410,-1,390,139,56,25
000414,-1,56,171,72,36
000414,-1,63,9,58,44
000414,-1,53,130,77,38
000414,-1,55,55,73,42
000414,-1,54,208,77,44
000446,-1,39,54,75,60
000446,-1,351,124,91,63
000446,-1,395,54,85,62
000446,-1,302,58,85,55
000446,-1,122,53,86,61
000446,-1,69,125,91,59
000446,-1,212,56,83,55
000446,-1,259,124,89,63
000446,-1,165,124,87,63
000449,-1,341,149,118,165
000449,-1,50,141,122,178
000449,-1,196,144,122,173
000472,-1,265,70,24,19
000472,-1,220,70,23,19
000472,-1,284,22,60,42
000472,-1,244,71,20,17
000472,-1,347,20,62,45
000472,-1,224,20,58,45
000472,-1,164,20,57,45
000472,-1,97,20,63,45
000484,-1,175,242,61,44
000484,-1,184,73,45,55
000484,-1,170,133,64,51
000484,-1,249,198,90,55
000484,-1,254,316,77,46
000484,-1,169,186,71,44
000484,-1,258,12,81,58
000484,-1,248,134,97,61
000484,-1,251,73,92,60
000484,-1,246,255,91,57
000484,-1,165,10,87,62
000495,-1,284,71,38,49
000495,-1,174,70,49,48
000495,-1,377,71,45,49
000495,-1,323,71,54,48
000495,-1,40,67,65,51
000495,-1,224,68,60,52
000495,-1,425,68,65,54
000495,-1,109,66,64,55
000496,-1,316,69,44,51
000496,-1,258,68,55,50
000496,-1,363,69,58,51
000496,-1,199,127,80,57
000496,-1,117,127,76,57
000496,-1,194,68,61,51
000496,-1,33,128,82,55
000496,-1,35,64,78,55
000496,-1,117,65,72,53
000498,-1,335,233,51,37
000498,-1,91,237,23,36
000498,-1,51,240,39,30
000498,-1,287,232,45,38
000498,-1,239,239,44,30
000498,-1,157,238,36,32
000501,-1,449,8,37,29
000501,-1,403,1,39,39
000501,-1,323,2,37,37
000501,-1,363,2,37,38
000501,-1,119,2,40,38
000501,-1,35,3,44,37
000501,-1,78,4,38,35
000501,-1,241,2,43,38
000501,-1,285,2,35,38
000501,-1,197,3,41,36
000519,-1,392,90,40,32
000519,-1,343,91,39,31
000519,-1,296,94,40,24
000519,-1,103,91,41,30
000519,-1,151,90,42,32
000519,-1,246,90,46,32
000519,-1,199,90,43,32
000542,-1,254,52,59,40
000542,-1,315,52,61,40
000542,-1,130,52,62,40
000542,-1,196,55,54,34
000552,-1,76,33,53,37
000552,-1,311,77,51,38
000552,-1,363,77,53,36
000552,-1,337,33,51,36
000552,-1,132,32,49,38
000552,-1,286,33,50,37
000552,-1,209,77,49,38
000552,-1,104,79,51,33
000552,-1,262,78,45,36
000552,-1,185,35,46,33
000552,-1,392,35,46,33
000552,-1,157,78,50,36
000552,-1,235,36,48,33
000568,-1,237,36,52,40
000568,-1,352,35,57,41
000568,-1,175,34,58,42
000568,-1,293,35,57,43
000568,-1,412,36,64,40
000568,-1,105,32,68,48
000568,-1,157,112,84,61
000568,-1,275,113,83,59
000568,-1,34,32,68,47
000568,-1,397,114,82,59
000568,-1,34,113,83,60
000575,-1,278,178,107,65
000575,-1,417,125,61,52
000575,-1,272,96,128,77
000575,-1,272,12,126,82
000575,-1,146,171,125,82
000575,-1,408,70,83,54
000575,-1,143,255,132,87
000575,-1,408,238,76,47
000575,-1,414,287,65,52
000575,-1,410,12,76,58
000575,-1,404,179,87,58
000582,-1,133,107,46,40
000582,-1,91,107,38,40
000582,-1,47,108,37,41
000582,-1,228,107,48,40
000582,-1,40,64,46,40
000582,-1,285,63,44,40
000582,-1,139,65,45,38
000582,-1,235,65,44,37
000582,-1,332,64,43,37
000582,-1,185,114,41,33
000582,-1,381,65,41,36
000582,-1,282,110,41,37
000582,-1,190,67,41,36
000585,-1,341,26,62,36
000585,-1,406,26,63,35
000585,-1,409,100,63,33
000585,-1,409,63,60,35
000585,-1,411,347,61,32
000585,-1,411,208,57,34
000585,-1,406,172,67,35
000585,-1,405,136,67,35
000585,-1,411,311,58,33
000585,-1,339,62,66,37
000585,-1,410,245,61,31
000585,-1,411,416,58,31
000585,-1,415,450,53,35
000585,-1,411,385,60,30
000585,-1,416,279,53,27
000589,-1,431,184,66,47
000589,-1,361,180,68,54
000589,-1,215,179,69,55
000589,-1,285,244,68,52
000589,-1,137,179,76,56
000589,-1,355,242,72,58
000589,-1,214,242,69,56
000589,-1,285,179,72,56
000589,-1,430,242,71,57
000589,-1,139,243,71,55
000589,-1,64,241,72,58
000590,-1,137,3,125,68
000590,-1,7,3,128,66
000590,-1,386,66,124,73
000590,-1,264,3,126,67
000590,-1,393,4,116,62
000595,-1,393,11,104,67
000595,-1,394,185,102,65
000595,-1,266,100,102,64
000595,-1,165,186,67,62
000595,-1,283,186,70,63
000595,-1,165,100,66,64
000595,-1,395,99,100,66
000595,-1,154,271,93,52
000595,-1,272,14,93,62
000613,-1,234,123,59,41
000613,-1,123,76,108,87
000613,-1,6,74,112,85
000613,-1,5,168,102,68
000613,-1,111,2,99,67
000613,-1,110,168,99,69
000613,-1,5,3,102,64
000616,-1,289,225,55,36
000616,-1,291,309,50,38
000616,-1,286,95,61,41
000616,-1,207,266,62,40
000616,-1,207,223,64,39
000616,-1,207,95,64,41
000616,-1,285,139,63,40
000616,-1,284,181,65,40
000616,-1,215,182,48,38
000616,-1,208,139,63,40
000616,-1,280,266,68,41
000630,-1,169,147,58,41
000630,-1,278,147,63,41
000630,-1,89,60,67,45
000630,-1,340,147,64,42
000630,-1,250,106,48,38
000630,-1,106,146,60,45
000630,-1,227,60,60,44
000630,-1,160,58,62,46
000630,-1,358,59,61,46
000630,-1,306,108,43,33
000630,-1,206,108,40,36
000630,-1,230,149,45,37
000630,-1,158,107,47,35
000630,-1,291,58,64,46
000633,-1,21,119,58,41
000633,-1,229,196,57,42
000633,-1,82,121,50,39
000633,-1,336,198,60,42
000633,-1,230,70,58,41
000633,-1,194,121,52,40
000633,-1,19,166,103,75
000633,-1,21,38,101,78
000633,-1,126,36,98,79
000633,-1,123,169,103,73
000633,-1,140,121,48,39
